"Two objects attract each other with a force of gravity (Fgrav) of 36 N. If the distance separating the objects is doubled, then what is the new force of gravitational attraction?",0
Use the following information to help determine the acceleration of the planet Pluto about the sun.Mass of Sun = 1.991 x 1030 kg Sun-Pluto Distance = 5.91 x 1012 m,0
What is the gravitational attraction between the proton and electron in an Hydrogen atom if they are 5.3 x 10-11 meters apart? (mproton = 1.67 x 10-27 kg;  melectron = 9.11x10-31 kg),0
What is the period of rotation of Venus in earth years if it is a distance of 1.08 x 1011 meters from the sun? (The earth-sun distance is 1.5 x 1011 m.),0
What is the reading of a bathroom scale when a man of mass 72 kg stands on it while riding in an elevator accelerating upwards at 5.4 m/s2?,0
What is the tension in a 0.500 meter rope which carries a 2.50 kg bucket of water in a vertical circle with a velocity of 3.00 m/s when the bucket is at the bottom of its swing?,0
With what speed (in mi/hr) must you drive your car across the crest of a hill of radius 37.1-m in order to feel weightless (1.00 m/s = 2.24 mi/hr)?,0
Determine the minimum coefficient of friction required to keep a 920.-kg car on a turn with a radius of 26.8 m. The car is traveling 29.9 m/s and the roadway is level.,0
Suppose that a planet was located 12.0 times further from the sun than the earth's distance from the sun. Determine the period of the planet.,0
A 53.5-kg rider on a roller coaster car is moving 10.3 m/s at the top of a loop which has a radius of curvature of 7.29 m. Determine the normal force experienced by the rider.,0
An airplane pilot makes a vertical loop with a 56-2-m radius. Determine the normal force acting upon the pilot's 62.6-kg body at the top of the loop if his air speed is 64.1 m/s.,0
Each of the protons in a particle beam has a kinetic energy of . What are the magnitude and direction of the electric field that will stop these protons in a distance of 2 m?,1
How many excess electrons must be added to an isolated spherical conductor 27 cm in diameter to produce an electric field of 1450 N/C just outside the surface?,1
In a Millikan oil drop experiment a student sprayed oil droplets with a density of between two horizontal parallel plates that were 6.0 cm apart. The student adjusted the potential difference between the plates to 5000 V so that one of the drops became stationary. The diameter of this drop was measured to be . What was the magnitude of the charge on the drop.,1
"Initially, sphere A has a charge of -50e and a sphere B has a charge of +20e. The spheres are made of conducting material and are identical in size. If the spheres then touch, what is the resulting charge on sphere A?",1
"Suppose that  of hydrogen is separated into its constituent protons and electrons, and that the protons are all grouped together at one point, and the electrons at another point, 3 meter distant. What is the magnitude of the force between the two groups of charge?",1
Two long straight wires carrying the same current I and separated by a distance r exert a force F on each other. The current is increased to 4I and the separation is reduced to r/6 . What will be the force between two wires?,1
"Two small beads having positive charges 25q and q are fixed at the opposite ends of a horizontal insulating rod, extending from the origin (the location of the larger charge) to the point x = d. A third small charged bead is free to slide on the rod. At what position is the third bead in equilibrium?",1
"You want to create an electric field at location . Where would you place a proton to produce this filed at the origin? Instead of a proton, where would you place an electron to produce this filed at the origin?",1
Determine the electrical force of attraction between two balloons with separate charges of +3.5 x 10-8 C and -2.9 x 10-8 C when separated a distance of 0.65 m.,1
A cube of edge a carries a point charge q at each corner. Find the resultant electric force on any one of the charges.,1
"A father is pulling his daughter uphill on a sled in slushy snow. The daughter has a mass of 22.7 kg; the sled has a mass of 3.18 kg. The coefficient of kinetic friction between the hill and the sled is 0.212 and the coefficient of static friction between the hilland the sled is 0.317. How hard does the father have to pull the sled in order to keep it moving at a constant velocity? The child holds on tightly and so does not fall off the sled, and the hill makes an angle of 15.5o with the horizontal",2
What is the net force on a puck if a force of 200 N [N] and a force of 300 N [E] is applied to the puck simultaneously?,2
Why is the height of the outer edge of a round track higher than the inner edge?,2
"A unifrom ring of mass m and radius r carries an eccentric mass m_0 at a radius b and is in eqiulibrium position on an incline, which makes an angle alpha with the horizontal. If the contacting surfaces are rough enough to prevent slipping, write the expression for the angle theta which defines the equilibrium position.",2
A 25.0 kg block is pulled along a frictionless horizontal surface by a string. The string makes an angle of 30º to the horizontal and is pulled by a 100 N force. What is the acceleration of the block?,2
If the weight of the car acts exactly halfway between the two wheels and the weight is 1000lbs how much force is exerted on the rear wheel? What about the front wheel?,2
A plane flies 34 km [N30oW] and after a brief stopover flies 58 km [N40oE]. Determine the plane's displacement.,2
"Splash Mountain at Disney World in Orlando, Florida is one of the steepest water plume rides in the United States. Occupants of the boat fall from a height of 100 feet (3.2 ft = 1 m) down a wet ramp which makes a 45 degree angle with the horizontal. Consider the mass of the boat and its occupants to be 1500 kg. The coefficient of friction between the boat and the ramp is 0.10. Determine the frictional force, the acceleration, the distance traveled along the incline, and the final velocity of the boat at the bottom of the incline.",2
"A 945-kg car traveling rightward at 22.6 m/s slams on the brakes and skids to a stop (with locked wheels). If the coefficient of friction between tires and road is 0.972, determine the distance required to stop",2
"An object of mass m = 5.95 kg has an acceleration a = (1.17 m/s/s)x + (-0.664 m/s/s)y. Three forces act on this object: F1, F2, and F3. Given that F1 = (3.22 N) x and F2 = (-1.55 N) x + (2.05 N) y, what is F3? ",2
A 4.58 kg crate is at rest on a level icy surface. A cord suddenly exerts a force F = 13.0 N at an angle of 15.5° above the horizontal. At 3.3 seconds what is the crate's speed?,2
"At last year's Homecoming Pep Rally, Trudy U. Skool (attempting to generate a little excitement) slid down a 42.0 degree incline from the sports dome to the courtyard below. The coefficient of friction between Trudy's jeans and the incline was 0.650. Determine Trudy's acceleration along the incline. Begin with a free-body diagram.",2
Anna Litical wishes to make a simple pendulum that serves as a timing device. She plans to make it such that its period is 1.00 second. What length must the pendulum have?,3
"If Michael Jordan has a vertical leap of 1.29 m, then what is his takeoff speed and his hang time (total time to move upwards to the peak and then return to the ground)?",3
"In an action film hero is supposed to throw a grenade from his car, which is going 90.km/h, to his enemy's car, which is going 110 km/h. The enemy's car is 15.8 m in front of the hero's when he lets go of the grenade. If the hero throws the grenade so its initial velocity relative to him is at an angle of 45(degree) above the horizontal, what should the magnitude of the initial velocity be? The cars are both traveling in the same direction on a level road. Ignore air resistance.Find the magnitude of the velocity both relative to the hero and relative to the earth.",3
